Datetime,load,temperature,humidity,rain,wind10,wind100,radiation,cloud_cover,Week_day,hour,day_of_week,month,year,day_of_year,is_summer,is_monsoon,is_holiday,load_lag_24,load_lag_48,load_lag_168,load_roll_mean_24,load_roll_mean_168,load_roll_std_24
2020-01-08 00:00:00,10632.57,23.0,92.0,0.0,9.5,19.1,0.0,90.0,0,0,2,1,2020,8,0,0,0,10632.57,10632.57,10632.57,12336.369166666665,12173.51505952381,1296.9671650596076
2020-01-08 01:00:00,10429.41,23.6,88.0,0.0,11.2,19.5,0.0,60.0,0,1,2,1,2020,8,0,0,0,10632.57,10632.57,10632.57,12336.369166666665,12173.51505952381,1296.9671650596076
2020-01-08 02:00:00,10258.19,24.5,84.0,0.0,11.6,17.4,37.0,29.0,0,2,2,1,2020,8,0,0,0,10632.57,10632.57,10632.57,12336.369166666665,12173.51505952381,1296.9671650596076
2020-01-08 03:00:00,10116.57,25.9,75.0,0.0,13.6,18.4,197.0,26.0,0,3,2,1,2020,8,0,0,0,10632.57,10632.57,10632.57,12336.369166666665,12173.51505952381,1296.9671650596076
2020-01-08 04:00:00,10199.25,27.6,66.0,0.0,13.2,17.7,423.0,20.0,0,4,2,1,2020,8,0,0,0,10632.57,10632.57,10632.57,12336.369166666665,12173.51505952381,1296.9671650596076
2020-01-08 05:00:00,10829.43,29.1,58.0,0.0,14.2,18.9,586.0,14.0,0,5,2,1,2020,8,0,0,0,10632.57,10632.57,10632.57,12336.369166666665,12173.51505952381,1296.9671650596076
2020-01-08 06:00:00,12076.37,30.2,51.0,0.0,15.1,19.5,710.0,27.0,0,6,2,1,2020,8,0,0,0,10632.57,10632.57,10632.57,12336.369166666665,12173.51505952381,1296.9671650596076
2020-01-08 07:00:00,13604.81,31.2,47.0,0.0,14.3,18.1,791.0,22.0,0,7,2,1,2020,8,0,0,0,10632.57,10632.57,10632.57,12336.369166666665,12173.51505952381,1296.9671650596076
2020-01-08 08:00:00,13248.48,31.9,44.0,0.0,13.5,17.3,783.0,25.0,0,8,2,1,2020,8,0,0,0,10632.57,10632.57,10632.57,12336.369166666665,12173.51505952381,1296.9671650596076
2020-01-08 09:00:00,12945.9,32.0,42.0,0.0,13.3,16.8,638.0,44.0,0,9,2,1,2020,8,0,0,0,10632.57,10632.57,10632.57,12336.369166666665,12173.51505952381,1296.9671650596076
2020-01-08 10:00:00,13254.97,31.3,43.0,0.0,12.1,15.6,338.0,60.0,0,10,2,1,2020,8,0,0,0,10632.57,10632.57,10632.57,12336.369166666665,12173.51505952381,1296.9671650596076
2020-01-08 11:00:00,13301.4,31.2,42.0,0.0,12.0,16.8,235.0,77.0,0,11,2,1,2020,8,0,0,0,10632.57,10632.57,10632.57,12336.369166666665,12173.51505952381,1296.9671650596076
2020-01-08 12:00:00,13310.07,28.6,59.0,0.0,16.2,23.5,117.0,37.0,0,12,2,1,2020,8,0,0,0,10632.57,10632.57,10632.57,12336.369166666665,12173.51505952381,1296.9671650596076
2020-01-08 13:00:00,12662.18,26.2,75.0,0.0,15.5,25.8,23.0,5.0,0,13,2,1,2020,8,0,0,0,10632.57,10632.57,10632.57,12336.369166666665,12173.51505952381,1296.9671650596076
2020-01-08 14:00:00,12826.89,25.5,78.0,0.0,15.1,25.7,0.0,0.0,0,14,2,1,2020,8,0,0,0,10632.57,10632.57,10632.57,12336.369166666665,12173.51505952381,1296.9671650596076
2020-01-08 15:00:00,13112.3,24.9,80.0,0.0,14.3,25.2,0.0,0.0,0,15,2,1,2020,8,0,0,0,10632.57,10632.57,10632.57,12336.369166666665,12173.51505952381,1296.9671650596076
2020-01-08 16:00:00,13164.15,24.4,81.0,0.0,12.4,22.8,0.0,0.0,0,16,2,1,2020,8,0,0,0,10632.57,10632.57,10632.57,12336.369166666665,12173.51505952381,1296.9671650596076
2020-01-08 17:00:00,13590.02,24.0,83.0,0.0,11.9,22.5,0.0,0.0,0,17,2,1,2020,8,0,0,0,10632.57,10632.57,10632.57,12336.369166666665,12173.51505952381,1296.9671650596076
2020-01-08 18:00:00,14018.59,23.5,84.0,0.0,11.8,22.3,0.0,0.0,0,18,2,1,2020,8,0,0,0,10632.57,10632.57,10632.57,12336.369166666665,12173.51505952381,1296.9671650596076
2020-01-08 19:00:00,13807.08,23.0,85.0,0.0,10.2,20.0,0.0,15.0,0,19,2,1,2020,8,0,0,0,10632.57,10632.57,10632.57,12336.369166666665,12173.51505952381,1296.9671650596076
2020-01-08 20:00:00,13180.59,22.5,87.0,0.0,9.5,19.1,0.0,3.0,0,20,2,1,2020,8,0,0,0,10632.57,10632.57,10632.57,12336.369166666665,12173.51505952381,1296.9671650596076
2020-01-08 21:00:00,12444.56,22.1,88.0,0.0,8.4,17.7,0.0,4.0,0,21,2,1,2020,8,0,0,0,10632.57,10632.57,10632.57,12336.369166666665,12173.51505952381,1296.9671650596076
2020-01-08 22:00:00,11873.64,21.8,90.0,0.0,7.6,16.5,0.0,4.0,0,22,2,1,2020,8,0,0,0,10632.57,10632.57,10632.57,12336.369166666665,12173.51505952381,1296.9671650596076
2020-01-08 23:00:00,11185.44,21.5,91.0,0.0,7.6,16.3,0.0,3.0,0,23,2,1,2020,8,0,0,0,10632.57,10632.57,10632.57,12336.369166666665,12173.51505952381,1296.9671650596076
2020-01-09 00:00:00,10671.09,21.1,93.0,0.0,7.3,15.9,0.0,3.0,0,0,3,1,2020,9,0,0,0,10632.57,10632.57,10632.57,12336.369166666665,12173.51505952381,1296.9671650596076
2020-01-09 01:00:00,10376.44,21.3,92.0,0.0,8.3,17.0,0.0,1.0,0,1,3,1,2020,9,0,0,0,10429.41,10632.57,10632.57,12337.974166666667,12173.51505952381,1294.7890428238372
2020-01-09 02:00:00,10303.37,22.5,87.0,0.0,9.7,16.3,48.0,2.0,0,2,3,1,2020,9,0,0,0,10258.19,10632.57,10632.57,12335.767083333334,12173.51505952381,1298.2243978352137
2020-01-09 03:00:00,10144.14,24.6,76.0,0.0,12.8,17.3,245.0,4.0,0,3,3,1,2020,9,0,0,0,10116.57,10632.57,10632.57,12337.649583333334,12173.51505952381,1295.1098294856138
2020-01-09 04:00:00,10176.11,26.4,66.0,0.0,14.2,18.4,457.0,32.0,0,4,3,1,2020,9,0,0,0,10199.25,10632.57,10632.57,12338.798333333334,12173.51505952381,1293.0647101318664
2020-01-09 05:00:00,10829.64,27.9,58.0,0.0,12.7,16.1,638.0,17.0,0,5,3,1,2020,9,0,0,0,10829.43,10632.57,10632.57,12337.834166666667,12173.51505952381,1294.7369612191903
2020-01-09 06:00:00,12059.03,29.2,53.0,0.0,12.5,15.9,767.0,11.0,0,6,3,1,2020,9,0,0,0,12076.37,10632.57,10632.57,12337.842916666668,12173.51505952381,1294.7263246774835
2020-01-09 07:00:00,13621.19,30.4,48.0,0.0,12.5,16.1,870.0,59.0,0,7,3,1,2020,9,0,0,0,13604.81,10632.57,10632.57,12337.120416666667,12173.51505952381,1294.8834077428157
2020-01-09 08:00:00,13545.83,31.5,43.0,0.0,13.8,17.8,862.0,26.0,0,8,3,1,2020,9,0,0,0,13248.48,10632.57,10632.57,12337.802916666667,12173.51505952381,1295.584752109958
2020-01-09 09:00:00,13170.96,31.8,40.0,0.0,14.5,18.8,670.0,58.0,0,9,3,1,2020,9,0,0,0,12945.9,10632.57,10632.57,12350.1925,12173.51505952381,1306.0516200772938
2020-01-09 10:00:00,13187.52,31.6,40.0,0.0,14.8,19.4,523.0,74.0,0,10,3,1,2020,9,0,0,0,13254.97,10632.57,10632.57,12359.57,12173.51505952381,1311.3121631536803
2020-01-09 11:00:00,12963.39,31.1,41.0,0.0,14.3,19.9,346.0,48.0,0,11,3,1,2020,9,0,0,0,13301.4,10632.57,10632.57,12356.759583333333,12173.51505952381,1309.3805543793512
2020-01-09 12:00:00,12913.21,30.2,44.0,0.0,9.7,17.1,166.0,35.0,0,12,3,1,2020,9,0,0,0,13310.07,10632.57,10632.57,12342.675833333335,12173.51505952381,1300.566357058463
2020-01-09 13:00:00,12504.51,27.2,61.0,0.0,15.0,25.5,26.0,42.0,0,13,3,1,2020,9,0,0,0,12662.18,10632.57,10632.57,12326.14,12173.51505952381,1290.2135125022837
2020-01-09 14:00:00,12565.05,25.0,75.0,0.0,13.3,24.1,0.0,83.0,0,14,3,1,2020,9,0,0,0,12826.89,10632.57,10632.57,12319.570416666667,12173.51505952381,1288.828723897516
2020-01-09 15:00:00,12759.45,24.5,77.0,0.0,12.6,23.4,0.0,27.0,0,15,3,1,2020,9,0,0,0,13112.3,10632.57,10632.57,12308.660416666666,12173.51505952381,1285.4513404839543
2020-01-09 16:00:00,13103.41,23.6,80.0,0.0,12.0,24.0,0.0,23.0,0,16,3,1,2020,9,0,0,0,13164.15,10632.57,10632.57,12293.958333333334,12173.51505952381,1277.8556334689802
2020-01-09 17:00:00,13585.25,23.1,83.0,0.0,11.3,23.1,0.0,46.0,0,17,3,1,2020,9,0,0,0,13590.02,10632.57,10632.57,12291.4275,12173.51505952381,1276.1162241066695
2020-01-09 18:00:00,14139.61,22.7,85.0,0.0,9.8,21.4,0.0,81.0,0,18,3,1,2020,9,0,0,0,14018.59,10632.57,10632.57,12291.22875,12173.51505952381,1275.905534074126
2020-01-09 19:00:00,13920.52,22.2,88.0,0.0,8.1,18.8,0.0,89.0,0,19,3,1,2020,9,0,0,0,13807.08,10632.57,10632.57,12296.27125,12173.51505952381,1283.247062647729
2020-01-09 20:00:00,13207.16,21.6,91.0,0.0,6.3,16.1,0.0,70.0,0,20,3,1,2020,9,0,0,0,13180.59,10632.57,10632.57,12300.997916666667,12173.51505952381,1289.2487579475837
2020-01-09 21:00:00,12638.64,21.0,94.0,0.0,4.7,13.0,0.0,66.0,0,21,3,1,2020,9,0,0,0,12444.56,10632.57,10632.57,12302.105000000001,12173.51505952381,1290.0480670182
2020-01-09 22:00:00,11980.46,20.6,94.0,0.0,6.5,14.2,0.0,79.0,0,22,3,1,2020,9,0,0,0,11873.64,10632.57,10632.57,12310.191666666668,12173.51505952381,1291.5872484615234
2020-01-09 23:00:00,11473.17,20.5,93.0,0.0,7.2,16.3,0.0,65.0,0,23,3,1,2020,9,0,0,0,11185.44,10632.57,10632.57,12314.642500000002,12173.51505952381,1290.2007839235566
2020-01-10 00:00:00,11069.35,20.6,91.0,0.0,8.0,17.5,0.0,12.0,0,0,4,1,2020,10,0,0,0,10671.09,10632.57,10632.57,12326.63125,12173.51505952381,1280.552591393442
2020-01-10 01:00:00,10747.84,20.9,89.0,0.0,6.8,15.5,0.0,32.0,0,1,4,1,2020,10,0,0,0,10376.44,10429.41,10632.57,12343.225416666666,12173.51505952381,1260.5912022745504
2020-01-10 02:00:00,10603.39,22.0,84.0,0.0,7.9,14.0,48.0,10.0,0,2,4,1,2020,10,0,0,0,10303.37,10258.19,10632.57,12358.700416666667,12173.51505952381,1237.464737491378
2020-01-10 03:00:00,10339.68,24.2,74.0,0.0,10.0,13.6,248.0,11.0,0,3,4,1,2020,10,0,0,0,10144.14,10116.57,10632.57,12371.201249999998,12173.51505952381,1217.1477259750352
2020-01-10 04:00:00,10369.47,26.4,65.0,0.0,14.0,18.6,455.0,53.0,0,4,4,1,2020,10,0,0,0,10176.11,10199.25,10632.57,12379.34875,12173.51505952381,1202.1538842619937
2020-01-10 05:00:00,11065.98,27.8,58.0,0.0,15.9,20.5,540.0,64.0,0,5,4,1,2020,10,0,0,0,10829.64,10829.43,10632.57,12387.405416666666,12173.51505952381,1187.3022924918255
2020-01-10 06:00:00,12161.75,28.6,53.0,0.0,15.6,20.4,576.0,31.0,0,6,4,1,2020,10,0,0,0,12059.03,12076.37,10632.57,12397.252916666665,12173.51505952381,1174.7340042434753
2020-01-10 07:00:00,13526.84,29.9,46.0,0.0,16.6,21.4,693.0,64.0,0,7,4,1,2020,10,0,0,0,13621.19,13604.81,10632.57,12401.532916666665,12173.51505952381,1173.6347627830671
2020-01-10 08:00:00,13525.34,30.9,40.0,0.0,14.8,19.7,696.0,65.0,0,8,4,1,2020,10,0,0,0,13545.83,13248.48,10632.57,12397.601666666667,12173.51505952381,1169.5225431389292
2020-01-10 09:00:00,13298.54,31.4,38.0,0.0,16.6,21.8,716.0,68.0,0,9,4,1,2020,10,0,0,0,13170.96,12945.9,10632.57,12396.747916666667,12173.51505952381,1168.655051285654
2020-01-10 10:00:00,13405.72,31.2,38.0,0.0,16.6,21.9,612.0,68.0,0,10,4,1,2020,10,0,0,0,13187.52,13254.97,10632.57,12402.063750000001,12173.51505952381,1172.6132629481262
2020-01-10 11:00:00,13316.67,30.4,41.0,0.0,16.5,22.4,379.0,88.0,0,11,4,1,2020,10,0,0,0,12963.39,13301.4,10632.57,12411.155416666666,12173.51505952381,1179.7918649895305
2020-01-10 12:00:00,13174.13,28.1,59.0,0.0,17.2,25.3,206.0,94.0,0,12,4,1,2020,10,0,0,0,12913.21,13310.07,10632.57,12425.875416666668,12173.51505952381,1189.1483392308442
2020-01-10 13:00:00,12749.3,26.2,65.0,0.0,12.6,22.3,27.0,66.0,0,13,4,1,2020,10,0,0,0,12504.51,12662.18,10632.57,12436.747083333335,12173.51505952381,1194.9758968297938
2020-01-10 14:00:00,12646.2,25.0,69.0,0.0,13.8,24.5,0.0,21.0,0,14,4,1,2020,10,0,0,0,12565.05,12826.89,10632.57,12446.946666666669,12173.51505952381,1196.6229804516252
2020-01-10 15:00:00,12693.86,24.2,72.0,0.0,13.6,24.9,0.0,17.0,0,15,4,1,2020,10,0,0,0,12759.45,13112.3,10632.57,12450.327916666669,12173.51505952381,1197.0857715809511
2020-01-10 16:00:00,12961.24,23.9,76.0,0.0,12.0,23.0,0.0,11.0,0,16,4,1,2020,10,0,0,0,13103.41,13164.15,10632.57,12447.595000000001,12173.51505952381,1196.4240575328972
2020-01-10 17:00:00,13285.63,23.8,76.0,0.0,12.7,23.5,0.0,18.0,0,17,4,1,2020,10,0,0,0,13585.25,13590.02,10632.57,12441.67125,12173.51505952381,1193.3838949639141
2020-01-10 18:00:00,13901.78,23.5,76.0,0.0,13.8,25.2,0.0,1.0,0,18,4,1,2020,10,0,0,0,14139.61,14018.59,10632.57,12429.187083333332,12173.51505952381,1182.4174074602588
2020-01-10 19:00:00,13786.12,22.8,76.0,0.0,12.1,23.6,0.0,19.0,0,19,4,1,2020,10,0,0,0,13920.52,13807.08,10632.57,12419.277499999998,12173.51505952381,1168.3726667584554
2020-01-10 20:00:00,13171.22,22.0,79.0,0.0,11.0,22.4,0.0,49.0,0,20,4,1,2020,10,0,0,0,13207.16,13180.59,10632.57,12413.6775,12173.51505952381,1161.164231537545
2020-01-10 21:00:00,12799.7,21.2,83.0,0.0,9.7,21.9,0.0,76.0,0,21,4,1,2020,10,0,0,0,12638.64,12444.56,10632.57,12412.18,12173.51505952381,1160.119126401889
2020-01-10 22:00:00,12100.38,20.8,87.0,0.0,9.3,20.6,0.0,99.0,0,22,4,1,2020,10,0,0,0,11980.46,11873.64,10632.57,12418.890833333333,12173.51505952381,1161.950453242557
2020-01-10 23:00:00,11261.85,20.5,90.0,0.0,9.4,20.2,0.0,97.0,0,23,4,1,2020,10,0,0,0,11473.17,11185.44,10632.57,12423.887500000003,12173.51505952381,1160.2397060849498
2020-01-11 00:00:00,10879.12,20.4,91.0,0.0,9.7,21.0,0.0,96.0,1,0,5,1,2020,11,0,0,0,11069.35,10671.09,10632.57,12415.082499999999,12173.51505952381,1168.540500912032
2020-01-11 01:00:00,10699.37,20.8,87.0,0.0,9.7,20.2,0.0,77.0,1,1,5,1,2020,11,0,0,0,10747.84,10376.44,10632.57,12407.15625,12173.51505952381,1178.6668183857519
2020-01-11 02:00:00,10583.69,21.9,79.0,0.0,10.5,19.5,48.0,78.0,1,2,5,1,2020,11,0,0,0,10603.39,10303.37,10632.57,12405.136666666665,12173.51505952381,1181.6712805347279
2020-01-11 03:00:00,10564.57,24.4,67.0,0.0,12.4,17.2,247.0,77.0,1,3,5,1,2020,11,0,0,0,10339.68,10144.14,10632.57,12404.315833333334,12173.51505952381,1182.9833709879701
2020-01-11 04:00:00,10588.67,26.5,62.0,0.0,15.5,20.8,475.0,75.0,1,4,5,1,2020,11,0,0,0,10369.47,10176.11,10632.57,12413.686249999999,12173.51505952381,1166.696905291072
2020-01-11 05:00:00,11169.2,28.3,52.0,0.0,16.4,21.4,664.0,73.0,1,5,5,1,2020,11,0,0,0,11065.98,10829.64,10632.57,12422.819583333332,12173.51505952381,1150.7472164546318
2020-01-11 06:00:00,12175.13,29.6,46.0,0.0,14.8,19.2,778.0,70.0,1,6,5,1,2020,11,0,0,0,12161.75,12059.03,10632.57,12427.120416666667,12173.51505952381,1145.6371886591987
2020-01-11 07:00:00,13571.8,30.6,43.0,0.0,13.8,17.8,854.0,24.0,1,7,5,1,2020,11,0,0,0,13526.84,13621.19,10632.57,12427.677916666667,12173.51505952381,1145.5056851356449
2020-01-11 08:00:00,13766.48,31.4,41.0,0.0,13.2,17.1,871.0,5.0,1,8,5,1,2020,11,0,0,0,13525.34,13545.83,10632.57,12429.551249999999,12173.51505952381,1147.416552780212
2020-01-11 09:00:00,13520.23,31.7,40.0,0.0,14.0,18.1,787.0,7.0,1,9,5,1,2020,11,0,0,0,13298.54,13170.96,10632.57,12439.59875,12173.51505952381,1158.4320698866422
2020-01-11 10:00:00,13617.92,31.6,40.0,0.0,15.0,19.6,624.0,0.0,1,10,5,1,2020,11,0,0,0,13405.72,13187.52,10632.57,12448.835833333333,12173.51505952381,1166.4350715447958
2020-01-11 11:00:00,13483.64,31.3,40.0,0.0,14.8,19.9,437.0,0.0,1,11,5,1,2020,11,0,0,0,13316.67,12963.39,10632.57,12457.6775,12173.51505952381,1174.778094303069
2020-01-11 12:00:00,13412.33,29.9,43.0,0.0,10.2,17.6,211.0,1.0,1,12,5,1,2020,11,0,0,0,13174.13,12913.21,10632.57,12464.634583333333,12173.51505952381,1180.5663976280696
2020-01-11 13:00:00,13079.01,27.3,52.0,0.0,7.4,17.4,29.0,56.0,1,13,5,1,2020,11,0,0,0,12749.3,12504.51,10632.57,12474.559583333334,12173.51505952381,1187.7697435199975
2020-01-11 14:00:00,13017.69,25.8,68.0,0.0,13.3,25.2,0.0,0.0,1,14,5,1,2020,11,0,0,0,12646.2,12565.05,10632.57,12488.2975,12173.51505952381,1192.9808964622675
2020-01-11 15:00:00,13139.83,24.9,74.0,0.0,14.1,26.6,0.0,0.0,1,15,5,1,2020,11,0,0,0,12693.86,12759.45,10632.57,12503.77625,12173.51505952381,1197.5201126233758
2020-01-11 16:00:00,13290.22,24.5,78.0,0.0,14.5,27.1,0.0,0.0,1,16,5,1,2020,11,0,0,0,12961.24,13103.41,10632.57,12522.358333333332,12173.51505952381,1204.0402483582802
2020-01-11 17:00:00,13574.53,24.2,79.0,0.0,15.1,27.5,0.0,0.0,1,17,5,1,2020,11,0,0,0,13285.63,13585.25,10632.57,12536.065833333334,12173.51505952381,1211.1058920561777
2020-01-11 18:00:00,13836.22,23.6,80.0,0.0,14.3,26.0,0.0,0.0,1,18,5,1,2020,11,0,0,0,13901.78,14139.61,10632.57,12548.103333333333,12173.51505952381,1220.2808983917237
2020-01-11 19:00:00,13721.94,23.0,79.0,0.0,14.3,26.3,0.0,0.0,1,19,5,1,2020,11,0,0,0,13786.12,13920.52,10632.57,12545.371666666668,12173.51505952381,1217.188327637196
2020-01-11 20:00:00,13066.59,22.5,79.0,0.0,14.3,26.6,0.0,0.0,1,20,5,1,2020,11,0,0,0,13171.22,13207.16,10632.57,12542.697500000002,12173.51505952381,1214.4112146803102
2020-01-11 21:00:00,12407.57,21.9,82.0,0.0,14.4,27.1,0.0,0.0,1,21,5,1,2020,11,0,0,0,12799.7,12638.64,10632.57,12538.337916666665,12173.51505952381,1212.2426654255664
2020-01-11 22:00:00,11563.29,21.4,85.0,0.0,14.2,26.4,0.0,0.0,1,22,5,1,2020,11,0,0,0,12100.38,11980.46,10632.57,12521.999166666666,12173.51505952381,1211.2089833784544
2020-01-11 23:00:00,11062.42,21.0,87.0,0.0,13.1,25.7,0.0,0.0,1,23,5,1,2020,11,0,0,0,11261.85,11473.17,10632.57,12499.620416666665,12173.51505952381,1224.2294253280108
2020-01-12 00:00:00,10694.61,21.0,87.0,0.0,12.1,24.4,0.0,3.0,1,0,6,1,2020,12,0,0,0,10879.12,11069.35,10632.57,12491.310833333335,12173.51505952381,1233.6368824383947
2020-01-12 01:00:00,10472.61,21.2,86.0,0.0,11.9,23.0,0.0,6.0,1,1,6,1,2020,12,0,0,0,10699.37,10747.84,10632.57,12483.622916666667,12173.51505952381,1244.6465384632368
2020-01-12 02:00:00,10350.47,22.5,81.0,0.0,12.6,22.5,47.0,27.0,1,2,6,1,2020,12,0,0,0,10583.69,10603.39,10632.57,12474.174583333333,12173.51505952381,1259.5514575607065
2020-01-12 03:00:00,10233.27,24.9,70.0,0.0,15.0,21.0,234.0,30.0,1,3,6,1,2020,12,0,0,0,10564.57,10339.68,10632.57,12464.457083333335,12173.51505952381,1275.5685857464898
2020-01-12 04:00:00,10107.5,27.1,59.0,0.0,18.3,24.7,441.0,19.0,1,4,6,1,2020,12,0,0,0,10588.67,10369.47,10632.57,12450.652916666666,12173.51505952381,1298.6076413286708
2020-01-12 05:00:00,10631.1,28.6,52.0,0.0,20.4,27.0,645.0,20.0,1,5,6,1,2020,12,0,0,0,11169.2,11065.98,10632.57,12430.604166666666,12173.51505952381,1331.891755175182
2020-01-12 06:00:00,11393.04,30.0,45.0,0.0,19.6,26.0,754.0,43.0,1,6,6,1,2020,12,0,0,0,12175.13,12161.75,10632.57,12408.183333333334,12173.51505952381,1358.3162533771028
2020-01-12 07:00:00,12507.2,30.5,42.0,0.0,20.1,26.8,715.0,83.0,1,7,6,1,2020,12,0,0,0,13571.8,13526.84,10632.57,12375.59625,12173.51505952381,1373.4476789287955
2020-01-12 08:00:00,12674.92,30.8,41.0,0.0,19.1,25.5,670.0,62.0,1,8,6,1,2020,12,0,0,0,13766.48,13525.34,10632.57,12331.237916666667,12173.51505952381,1350.1278259804812
2020-01-12 09:00:00,12477.9,31.3,39.0,0.0,16.6,22.2,696.0,51.0,1,9,6,1,2020,12,0,0,0,13520.23,13298.54,10632.57,12285.756249999999,12173.51505952381,1317.672353840907
2020-01-12 10:00:00,12378.71,31.6,37.0,0.0,14.8,19.6,577.0,31.0,1,10,6,1,2020,12,0,0,0,13617.92,13405.72,10632.57,12242.325833333334,12173.51505952381,1292.1454167186866
2020-01-12 11:00:00,12329.4,30.4,45.0,0.0,19.5,26.6,390.0,41.0,1,11,6,1,2020,12,0,0,0,13483.64,13316.67,10632.57,12190.692083333333,12173.51505952381,1259.1244570697254
2020-01-12 12:00:00,12103.62,29.2,49.0,0.0,14.1,21.5,151.0,42.0,1,12,6,1,2020,12,0,0,0,13412.33,13174.13,10632.57,12142.59875,12173.51505952381,1229.281965830366
2020-01-12 13:00:00,11940.68,27.5,56.0,0.0,10.4,19.1,23.0,74.0,1,13,6,1,2020,12,0,0,0,13079.01,12749.3,10632.57,12088.069166666666,12173.51505952381,1199.166811647073
2020-01-12 14:00:00,11611.26,26.1,63.0,0.0,12.7,23.1,0.0,48.0,1,14,6,1,2020,12,0,0,0,13017.69,12646.2,10632.57,12040.638749999998,12173.51505952381,1180.6371222990379
2020-01-12 15:00:00,11731.2,25.2,70.0,0.0,14.1,25.1,0.0,45.0,1,15,6,1,2020,12,0,0,0,13139.83,12693.86,10632.57,11982.0375,12173.51505952381,1164.8308469183924
2020-01-12 16:00:00,12032.71,24.7,76.0,0.0,13.4,23.9,0.0,0.0,1,16,6,1,2020,12,0,0,0,13290.22,12961.24,10632.57,11923.344583333334,12173.51505952381,1139.1619749622218
2020-01-12 17:00:00,12223.58,24.2,80.0,0.0,13.1,24.3,0.0,0.0,1,17,6,1,2020,12,0,0,0,13574.53,13285.63,10632.57,11870.948333333334,12173.51505952381,1101.8678548745347
2020-01-12 18:00:00,12760.78,23.8,81.0,0.0,13.6,25.5,0.0,11.0,1,18,6,1,2020,12,0,0,0,13836.22,13901.78,10632.57,11814.65875,12173.51505952381,1044.0453906021098
2020-01-12 19:00:00,12588.52,23.2,82.0,0.0,11.8,23.4,0.0,0.0,1,19,6,1,2020,12,0,0,0,13721.94,13786.12,10632.57,11769.84875,12173.51505952381,974.2545188270385
2020-01-12 20:00:00,12134.85,22.6,84.0,0.0,9.7,20.9,0.0,0.0,1,20,6,1,2020,12,0,0,0,13066.59,13171.22,10632.57,11722.622916666667,12173.51505952381,900.1687912902089
2020-01-12 21:00:00,11590.72,22.0,87.0,0.0,7.8,17.8,0.0,0.0,1,21,6,1,2020,12,0,0,0,12407.57,12799.7,10632.57,11683.800416666667,12173.51505952381,858.8288229933719
2020-01-12 22:00:00,11059.02,21.6,89.0,0.0,7.1,16.8,0.0,0.0,1,22,6,1,2020,12,0,0,0,11563.29,12100.38,10632.57,11649.765,12173.51505952381,844.9728451978519
2020-01-12 23:00:00,10509.47,21.2,91.0,0.0,6.8,16.9,0.0,3.0,1,23,6,1,2020,12,0,0,0,11062.42,11261.85,10632.57,11628.753750000002,12173.51505952381,853.4438137987921
2020-01-13 00:00:00,10158.24,21.7,90.0,0.0,7.2,16.6,0.0,3.0,0,0,0,1,2020,13,0,0,0,10694.61,10879.12,10632.57,11605.714166666667,12173.51505952381,876.5482787661987
2020-01-13 01:00:00,9937.79,21.6,91.0,0.0,6.9,15.6,0.0,9.0,0,1,0,1,2020,13,0,0,0,10472.61,10699.37,10632.57,11583.365416666667,12173.51505952381,907.0935864856018
2020-01-13 02:00:00,9783.41,22.7,86.0,0.0,8.5,14.7,44.0,16.0,0,2,0,1,2020,13,0,0,0,10350.47,10583.69,10632.57,11561.081250000001,12173.51505952381,941.4848276286275
2020-01-13 03:00:00,9803.59,24.8,77.0,0.0,11.1,14.7,233.0,18.0,0,3,0,1,2020,13,0,0,0,10233.27,10564.57,10632.57,11537.45375,12173.51505952381,979.5338713845935
2020-01-13 04:00:00,9694.97,26.8,66.0,0.0,13.3,17.2,436.0,37.0,0,4,0,1,2020,13,0,0,0,10107.5,10588.67,10632.57,11519.550416666667,12173.51505952381,1007.9226908090027
2020-01-13 05:00:00,10401.5,27.9,59.0,0.0,14.4,18.5,525.0,53.0,0,5,0,1,2020,13,0,0,0,10631.1,11169.2,10632.57,11502.36166666667,12173.51505952381,1036.1719663288584
2020-01-13 06:00:00,11698.63,28.9,54.0,0.0,14.3,18.5,569.0,80.0,0,6,0,1,2020,13,0,0,0,11393.04,12175.13,10632.57,11492.795,12173.51505952381,1045.582985253772
2020-01-13 07:00:00,13344.21,29.1,53.0,0.0,13.4,17.4,426.0,67.0,0,7,0,1,2020,13,0,0,0,12507.2,13571.8,10632.57,11505.527916666666,12173.51505952381,1046.1759111660822
2020-01-13 08:00:00,13493.66,30.1,48.0,0.0,13.0,17.0,544.0,61.0,0,8,0,1,2020,13,0,0,0,12674.92,13766.48,10632.57,11540.403333333334,12173.51505952381,1093.8831235146467
2020-01-13 09:00:00,13431.76,31.1,45.0,0.0,13.1,17.3,579.0,63.0,0,9,0,1,2020,13,0,0,0,12477.9,13520.23,10632.57,11574.517500000002,12173.51505952381,1142.4896446690893
2020-01-13 10:00:00,13526.54,30.8,44.0,0.0,12.8,17.0,377.0,73.0,0,10,0,1,2020,13,0,0,0,12378.71,13617.92,10632.57,11614.261666666665,12173.51505952381,1190.849877731349
2020-01-13 11:00:00,13484.73,30.6,43.0,0.0,13.4,18.1,309.0,76.0,0,11,0,1,2020,13,0,0,0,12329.4,13483.64,10632.57,11662.087916666665,12173.51505952381,1244.7170044177876
